id_ent_mun,municipio,ing_lab,ocupados,desocupados,pob,pob_muj,pob_hom,pob_0_4,pob_5_9,pob_10_14,pob_15_19,pob_20_24,pob_25_29,pob_30_34,pob_35_39,pob_40_44,pob_45_49,pob_50_54,pob_55_59,pob_60_64,pob_65_more
26039,Naco,,,,6806,3388,3418,678,678,660,612,556,517,471,448,440,417,338,269,235,487
26040,Nácori Chico,,,,2202,1053,1149,155,175,179,149,126,140,146,131,128,144,144,133,119,333
26041,Nacozari de García,,,,14329,7155,7174,1252,1291,1328,1256,1159,1209,1177,1021,930,904,799,660,500,843
26042,Navojoa,5651.68,78342.0,7253.0,178984,91365,87619,13225,14725,15137,14868,14272,14055,13245,12016,11218,10956,10169,9223,8104,17771
26043,Nogales,8733.48,146165.0,7703.0,256294,128394,127900,23742,25157,24004,22215,21334,22810,23279,21530,18707,15350,11325,8672,6906,11263
26044,Onavas,,,,498,229,269,31,32,32,37,38,32,28,25,23,31,42,42,32,73
26045,Opodepe,,,,2982,1400,1582,203,236,242,225,188,170,168,174,191,208,192,173,172,440
26046,Oquitoa,,,,437,232,205,28,26,27,28,28,31,30,27,26,28,28,24,21,85
26047,Pitiquito,,,,10224,4956,5268,763,786,886,883,781,738,736,732,726,709,626,514,417,927
26048,Puerto Peñasco,7675.97,53939.0,2143.0,73552,36132,37420,6890,6995,6581,6213,6119,6475,6372,5635,4858,4412,3798,3055,2343,3806
26049,Quiriego,,,,3135,1460,1675,223,243,246,242,219,192,174,168,175,194,193,178,172,516
26050,Rayón,,,,1672,796,876,95,100,105,105,88,82,84,88,99,112,116,116,113,369
26051,Rosario,,,,5536,2649,2887,391,424,436,422,375,360,358,336,313,309,310,319,313,870
26052,Sahuaripa,,,,6165,2992,3173,426,430,480,457,385,373,361,342,376,426,403,370,361,975
26053,San Felipe de Jesús,,,,457,226,231,30,34,36,30,22,22,30,33,30,25,22,22,25,96
26054,San Javier,,,,694,301,393,69,50,42,46,60,71,67,50,37,34,37,38,32,61
26055,San Luis Río Colorado,6615.9,186992.0,19783.0,209394,104135,105259,18100,18839,18695,18221,17329,17000,16244,15021,13817,12708,10987,9486,7871,15076
26056,San Miguel de Horcasitas,,,,10192,4694,5498,1034,1023,1016,1087,1085,970,820,660,521,452,402,346,278,498
26057,San Pedro de la Cueva,,,,1669,777,892,71,94,119,107,76,73,88,96,102,115,122,125,128,353
26058,Santa Ana,,,,18020,9135,8885,1423,1535,1563,1452,1336,1395,1375,1238,1135,1104,1043,915,737,1769
26059,Santa Cruz,,,,2044,1039,1005,214,197,180,171,168,162,145,137,129,120,100,80,73,168
26060,Sáric,5836.92,7501.0,577.0,1717,839,878,151,161,148,130,121,128,130,123,111,97,81,76,77,183
26061,Soyopa,,,,1498,681,817,96,98,92,79,80,94,100,102,98,89,86,94,97,293
26062,Suaqui Grande,,,,1234,565,669,87,99,95,82,67,71,80,78,75,74,72,78,84,192
26063,Tepache,,,,1560,745,815,87,98,95,87,86,92,94,91,91,101,109,110,104,315
26064,Trincheras,,,,1777,803,974,134,133,133,137,133,123,112,104,100,104,105,103,101,255
26065,Tubutama,,,,1319,643,676,95,108,106,96,83,84,87,82,75,76,79,78,72,198
26066,Ures,,,,9680,4732,4948,523,606,685,688,587,531,557,606,654,700,691,656,612,1584
26067,Villa Hidalgo,11096.57,9430.0,,1705,820,885,128,129,112,95,88,102,125,127,114,109,112,114,107,243
26068,Villa Pesqueira,,,,1268,577,691,60,77,98,88,60,54,67,75,80,94,101,96,92,226
26069,Yécora,5750.16,13153.0,,6417,3190,3227,526,568,565,511,462,466,451,412,389,383,341,293,270,780
26070,General Plutarco Elías Calles,,,,18758,9280,9478,1929,1907,1818,1675,1603,1621,1512,1288,1090,974,850,719,587,1185
26071,Benito Juárez,,,,24074,12029,12045,1822,2009,2166,2181,1930,1659,1528,1518,1523,1521,1427,1293,1111,2386
26072,San Ignacio Río Muerto,5522.0,8802.0,,15835,7701,8134,1303,1350,1420,1406,1271,1141,1085,1048,1003,985,910,812,701,1400
27001,Balancán,3049.22,18796.0,1510.0,64981,32551,32430,5648,6079,6155,5626,4719,4381,4457,4374,4187,4030,3656,3289,2793,5587
27002,Cárdenas,5906.02,57366.0,7240.0,278584,141851,136733,26293,27421,26787,24832,22469,21710,20882,19601,18109,16685,14200,11621,9442,18532
27003,Centla,4057.34,74209.0,5365.0,119115,59573,59542,11853,12054,11679,10947,9968,9344,8737,7909,7026,6441,5754,5028,4141,8234
27004,Centro,7120.61,309645.0,35906.0,747937,382047,365890,58572,60051,57870,59420,63479,67007,64475,58707,53677,50606,43778,35085,26853,48357
27005,Comalcalco,6437.19,135833.0,15509.0,219807,111481,108326,19727,20154,20319,19399,18059,17575,16703,15549,14586,13500,11290,9421,7933,15592
27006,Cunduacán,4528.83,78499.0,5317.0,149884,76094,73790,14525,14816,13771,12691,12099,12241,12041,11073,9727,8594,7300,6059,4852,10095
27007,Emiliano Zapata,4032.6,21650.0,1043.0,33309,17380,15929,2852,2840,2828,2686,2447,2400,2420,2366,2285,2221,2012,1736,1420,2796
27008,Huimanguillo,4700.97,150632.0,10937.0,202476,102519,99957,19781,20717,20797,19094,16730,15642,14712,13452,12261,11257,9736,8248,6646,13403
27009,Jalapa,6302.64,51889.0,4672.0,41692,20799,20893,3307,3466,3417,3316,3183,3203,3254,3200,2968,2695,2341,1984,1645,3713
27010,Jalpa de Méndez,4716.27,11295.0,1255.0,95267,47784,47483,9013,8992,8592,8293,8197,8110,7480,6657,5975,5491,4704,3916,3210,6637
27011,Jonuta,1610.0,7069.0,2704.0,33083,16475,16608,2654,2969,3202,2961,2511,2377,2372,2278,2142,2031,1808,1565,1326,2887
27012,Macuspana,6006.91,111388.0,15380.0,178773,91053,87720,15539,16121,16082,15828,15090,14561,13718,12716,11744,10788,9280,7765,6216,13325
27013,Nacajuca,5437.19,153680.0,16673.0,151679,77308,74371,14163,13738,13025,12829,13257,14099,14102,12786,10655,8721,6920,5388,4067,7929
27014,Paraíso,7009.57,40142.0,5640.0,103101,51735,51366,8904,9124,8929,8508,8438,8848,8586,7786,6989,6355,5577,4645,3575,6837
27015,Tacotalpa,3175.53,10540.0,,52578,26218,26360,4381,4997,5489,5195,4251,3752,3764,3722,3403,2996,2523,2133,1809,4163
27016,Teapa,,,,63084,32120,30964,5373,5646,5697,5544,5249,5161,4995,4664,4200,3717,3241,2837,2285,4475
27017,Tenosique,6248.74,20718.0,229.0,64308,33035,31273,5577,5957,6121,5611,4755,4442,4447,4407,4197,3994,3705,3213,2547,5335
28001,Abasolo,2961.67,5562.0,,12864,6444,6420,955,1098,1205,1101,828,715,729,744,786,818,797,769,690,1629
28002,Aldama,,,,31056,15411,15645,2511,2569,2679,2569,2212,2045,2003,1921,1894,2000,1964,1750,1484,3455
28003,Altamira,6808.73,95961.0,5623.0,259037,130237,128800,23563,23207,22935,22529,21897,21689,20615,19018,17894,17229,14927,11664,8276,13594
28004,Antiguo Morelos,,,,10501,5256,5245,768,817,886,873,718,612,614,659,702,721,651,556,492,1432
28005,Burgos,,,,4767,2293,2474,294,324,337,340,304,270,257,264,287,317,326,323,319,805
28006,Bustamante,,,,8519,4083,4436,787,824,830,740,568,489,473,444,432,441,431,424,400,1236
28007,Camargo,,,,16340,8063,8277,1453,1396,1380,1315,1205,1167,1120,1042,991,1005,986,898,753,1629
28008,Casas,,,,4430,2104,2326,421,427,396,351,302,289,276,243,229,245,244,227,215,565
28009,Ciudad Madero,8085.11,89601.0,6635.0,225259,117782,107477,14058,15191,16450,17473,17556,16571,15076,14792,15524,16631,16141,14355,11832,23609
28010,Cruillas,2341.67,9090.0,,1989,981,1008,133,140,159,157,126,107,106,111,115,122,121,117,121,354
28011,Gómez Farías,,,,9773,4766,5007,676,761,819,763,645,613,628,631,630,637,577,499,475,1419
28012,González,5738.35,31316.0,,46708,23498,23210,4196,4164,4257,4039,3510,3225,3023,2762,2678,2822,2731,2408,2053,4840
28013,Güémez,4686.78,9198.0,,16650,8008,8642,1319,1376,1440,1397,1237,1126,1075,1040,988,940,880,860,828,2144
28014,Guerrero,,,,4836,2336,2500,354,359,353,366,394,418,372,315,307,327,302,245,213,511
28015,Gustavo Díaz Ordaz,6422.33,10395.0,,16773,8287,8486,1223,1288,1352,1379,1249,1093,1011,1002,1041,1128,1127,1026,857,1997
28016,Hidalgo,,,,24660,12025,12635,1678,1928,2065,1857,1472,1370,1456,1484,1427,1412,1457,1497,1441,4116
28017,Jaumave,5297.0,11253.0,,16487,8105,8382,1409,1460,1474,1401,1213,1118,1089,987,871,855,848,788,699,2275
28018,Jiménez,5587.47,8145.0,,8557,4276,4281,622,730,732,686,600,549,512,507,527,552,541,495,430,1074
28019,Llera,3347.0,26162.0,,18008,8860,9148,1174,1355,1472,1349,1032,893,940,1013,1054,1095,1114,1126,1101,3290
28020,Mainero,,,,2712,1338,1374,172,194,211,191,153,143,145,142,142,157,166,167,171,558
28021,El Mante,5226.17,69673.0,643.0,126621,65128,61493,8838,9324,10033,10018,8998,8224,7988,7933,8159,8885,8934,8061,6620,14606
28022,Matamoros,7308.99,229709.0,10076.0,549472,278822,270650,47466,48788,50882,49959,45144,41741,40332,39729,38970,36769,30597,24475,19005,35615
28023,Méndez,,,,4095,1954,2141,292,282,306,327,297,257,227,217,235,278,302,292,258,525
28024,Mier,,,,4367,2227,2140,278,305,340,333,289,273,277,286,296,305,294,260,218,613
28025,Miguel Alemán,6250.0,8959.0,,29227,14679,14548,2354,2277,2424,2489,2335,2224,2130,2057,2004,1945,1761,1497,1223,2507
28026,Miquihuana,5524.75,17280.0,,3845,1836,2009,340,352,358,325,254,218,216,206,192,203,210,189,167,615
28027,Nuevo Laredo,6478.9,169198.0,2527.0,423752,211846,211906,39308,39496,39667,37970,34708,32974,31883,30813,29141,26582,22097,18052,14321,26740
28028,Nuevo Morelos,,,,3772,1800,1972,328,311,336,345,303,247,208,201,218,232,214,184,157,488
28029,Ocampo,4771.85,17480.0,,14666,7184,7482,1101,1124,1189,1138,949,840,844,841,829,861,847,818,797,2488
28030,Padilla,,,,14934,7413,7521,1181,1273,1265,1185,1052,979,933,885,861,890,863,807,766,1994
28031,Palmillas,3900.42,6420.0,,1857,913,944,158,167,157,128,99,104,118,115,102,94,89,89,97,340
28032,Reynosa,7869.28,255418.0,10761.0,693288,346853,346435,69192,65841,60355,58407,62427,66729,61715,52546,44764,38893,32237,25657,19188,35337
28033,Río Bravo,5310.59,43857.0,2993.0,134396,67047,67349,12424,12131,12102,11754,10902,10138,9376,8857,8558,8484,7636,6247,5058,10729
28034,San Carlos,,,,9478,4498,4980,669,695,705,666,583,548,542,537,542,579,597,593,590,1632
28035,San Fernando,,,,59398,29574,29824,4985,5131,5374,5123,4466,4120,3797,3523,3601,3912,3747,3164,2574,5881
28036,San Nicolás,2150.53,13328.0,,1107,518,589,93,100,105,102,87,75,67,65,67,67,59,52,50,118
28037,Soto la Marina,,,,26613,13001,13612,2209,2288,2340,2172,1912,1887,1859,1749,1722,1746,1614,1418,1201,2496
28038,Tampico,7666.73,111662.0,12233.0,336957,175463,161494,20720,21779,23736,26006,26123,24219,22327,22327,23443,25019,24334,21885,18352,36687
28039,Tula,,,,31172,15648,15524,2841,2853,2882,2719,2319,2028,1817,1660,1621,1673,1639,1560,1410,4150
28040,Valle Hermoso,6231.65,63322.0,458.0,68308,34691,33617,5839,6100,6184,5852,5086,4753,4654,4476,4367,4356,4032,3533,2938,6138
28041,Victoria,7103.12,149860.0,5423.0,370384,189273,181111,29258,30101,30448,31931,31346,29319,27020,25076,24192,24652,23206,19607,15100,29128
28042,Villagrán,,,,6599,3194,3405,418,469,523,501,405,356,356,372,394,417,399,376,380,1233
28043,Xicoténcatl,4370.53,39794.0,1079.0,25389,12699,12690,1830,1978,2096,2011,1723,1601,1600,1576,1605,1719,1678,1463,1217,3292
29001,Amaxac de Guerrero,3896.52,3221.0,353.0,12192,6180,6012,1002,1016,1038,1062,1044,1011,943,878,827,794,702,565,405,905
29002,Apetatitlán de Antonio Carvajal,5781.7,6606.0,1089.0,16445,8485,7960,1236,1256,1308,1389,1393,1370,1290,1221,1171,1123,995,832,646,1215
29003,Atlangatepec,2697.55,5456.0,,7094,3619,3475,673,654,661,650,592,557,539,499,436,383,329,283,248,590
29004,Atltzayanca,3397.31,6625.0,,18788,9371,9417,1776,1735,1723,1707,1617,1556,1416,1192,1042,1019,931,779,641,1654
29005,Apizaco,5009.05,21340.0,1799.0,85720,44826,40894,6482,6692,7043,7237,7240,7224,6832,6342,5924,5682,5171,4386,3356,6109
29006,Calpulalpan,4382.58,17664.0,2230.0,52457,26869,25588,4459,4615,4877,4876,4446,4156,4065,3900,3569,3243,2773,2329,1871,3278
29007,El Carmen Tequexquitla,,,,18467,9344,9123,1874,1875,1851,1792,1652,1585,1462,1237,1040,919,804,712,580,1084
29008,Cuapiaxtla,3598.55,4350.0,300.0,16532,8252,8280,1661,1679,1571,1469,1459,1487,1357,1116,940,875,761,613,499,1045
29009,Cuaxomulco,4705.9,1316.0,,5776,2903,2873,466,506,533,518,473,451,432,400,372,350,305,259,212,499
29010,Chiautempan,4944.89,22312.0,1424.0,78399,40512,37887,6207,6518,6645,6711,6649,6659,6224,5598,5216,4972,4402,3773,3038,5787
29011,Muñoz de Domingo Arenas,,,,4937,2454,2483,475,450,440,437,414,398,380,343,309,292,252,206,170,371
29012,Españita,3764.84,2831.0,149.0,9489,4789,4700,840,838,886,890,805,733,682,614,549,498,417,373,357,1007
29013,Huamantla,4123.36,34005.0,3390.0,101295,51570,49725,9719,9741,9519,9180,8995,9103,8372,7047,5981,5390,4777,4042,3139,6290
29014,Hueyotlipan,4190.21,4747.0,260.0,15710,7937,7773,1354,1355,1408,1445,1358,1229,1126,1064,986,901,776,662,570,1476
29015,Ixtacuixtla de Mariano Matamoros,4934.14,6567.0,131.0,42376,21753,20623,3406,3539,3689,3741,3559,3369,3163,2979,2813,2636,2295,1984,1661,3542
29016,Ixtenco,3486.09,4455.0,270.0,7847,4068,3779,598,624,638,624,590,605,614,560,486,451,417,379,338,923
29017,Mazatecochco de José María Morelos,4169.88,3850.0,392.0,11723,5907,5816,1097,1033,1006,1045,1073,1050,937,827,741,678,584,476,387,789
29018,Contla de Juan Cuamatzi,4209.77,14871.0,265.0,41674,21098,20576,3440,3498,3534,3631,3687,3724,3506,3129,2769,2525,2178,1781,1391,2881
29019,Tepetitla de Lardizábal,3942.62,2928.0,732.0,23019,11920,11099,2000,2114,2118,2040,1945,1977,1926,1713,1490,1365,1166,934,734,1497
29020,Sanctórum de Lázaro Cárdenas,3912.96,3240.0,675.0,10799,5451,5348,937,949,988,1011,939,858,811,772,713,648,539,439,369,826
29021,Nanacamilpa de Mariano Arista,3420.16,10711.0,1030.0,19593,10013,9580,1681,1686,1722,1736,1605,1518,1479,1370,1221,1141,1074,963,754,1643
29022,Acuamanala de Miguel Hidalgo,4364.5,1040.0,,7066,3525,3541,655,646,671,688,669,626,555,482,419,392,361,297,213,392
29023,Natívitas,4799.9,24198.0,562.0,27615,14258,13357,2282,2346,2507,2604,2438,2203,1975,1803,1701,1682,1536,1299,1035,2204
29024,Panotla,7976.14,4369.0,945.0,29296,15152,14144,2217,2362,2432,2472,2376,2340,2305,2187,1982,1767,1543,1369,1188,2756
29025,San Pablo del Monte,4722.88,48907.0,1535.0,83331,41715,41616,8208,8455,8178,7831,7557,7575,6926,5946,5236,4687,3831,2925,2182,3794
29026,Santa Cruz Tlaxcala,4938.81,15372.0,1402.0,22382,11363,11019,1985,1992,1953,1909,1901,1948,1856,1655,1466,1316,1102,920,764,1615
29027,Tenancingo,4053.26,4934.0,483.0,14116,7168,6948,1257,1265,1247,1218,1113,1034,1000,964,899,870,813,702,560,1174
29028,Teolocholco,4947.03,8869.0,801.0,26359,13553,12806,2502,2497,2434,2431,2350,2252,2048,1844,1693,1524,1265,1052,837,1630
29029,Tepeyanco,3931.52,10739.0,797.0,14771,7700,7071,1229,1260,1242,1246,1236,1209,1125,1027,970,938,810,669,564,1246
29030,Terrenate,2956.23,7912.0,256.0,16576,8241,8335,1731,1663,1623,1544,1464,1428,1280,1061,905,846,757,638,525,1111
29031,Tetla de la Solidaridad,5098.1,11583.0,1218.0,35278,17861,17417,3155,3202,3337,3323,3090,2952,2786,2579,2386,2192,1808,1364,1006,2098
29032,Tetlatlahuca,4147.67,1935.0,99.0,15536,7987,7549,1192,1238,1302,1360,1334,1235,1132,1104,1079,1006,866,767,653,1268
29033,Tlaxcala,7551.07,29503.0,3673.0,104385,54610,49775,7449,7595,7907,8559,8879,8861,8350,7871,7602,7491,6774,5598,4202,7247
29034,Tlaxco,3404.98,21923.0,1777.0,46141,23474,22667,4315,4184,4348,4444,4178,3786,3355,3007,2744,2559,2241,1904,1564,3512
29035,Tocatlán,4611.75,5960.0,397.0,6362,3211,3151,541,569,603,620,572,515,475,455,421,366,297,245,199,484
29036,Totolac,6196.03,4719.0,400.0,24445,12724,11721,1849,1950,2007,2041,2047,2093,2010,1819,1652,1575,1411,1175,957,1859
29037,Ziltlaltépec de Trinidad Sánchez Santos,4131.77,7959.0,178.0,9567,4980,4587,941,919,904,860,800,779,702,573,478,443,419,401,378,970
29038,Tzompantepec,5119.81,5087.0,745.0,18910,9774,9136,1704,1717,1756,1718,1588,1549,1559,1484,1322,1147,934,736,560,1136
29039,Xaloztoc,4939.64,6871.0,214.0,26064,12986,13078,2502,2508,2427,2343,2298,2330,2157,1832,1563,1409,1214,998,798,1685
29040,Xaltocan,4207.7,4801.0,361.0,11823,6113,5710,995,1027,1044,1029,938,879,860,831,761,677,583,522,463,1214
29041,Papalotla de Xicohténcatl,5362.53,13365.0,747.0,32951,17003,15948,2975,2888,2901,2879,2762,2719,2620,2394,2139,1971,1753,1532,1249,2169
29042,Xicohtzinco,5377.55,5670.0,367.0,14957,7830,7127,1149,1185,1190,1213,1219,1219,1170,1112,1045,985,885,766,631,1188
29043,Yauhquemehcan,4720.75,17278.0,813.0,42376,21834,20542,3549,3717,3795,3641,3456,3688,3830,3525,3019,2591,2147,1703,1297,2418
29044,Zacatelco,5362.71,18131.0,705.0,47889,24934,22955,3894,3967,4154,4275,4112,3910,3663,3415,3168,2970,2645,2307,1917,3492
29045,Benito Juárez,4527.62,6000.0,392.0,6500,3290,3210,662,625,610,599,567,550,519,458,395,366,326,260,192,371
29046,Emiliano Zapata,2363.58,2242.0,,4877,2491,2386,519,499,459,433,427,436,401,332,270,240,214,181,149,317
29047,Lázaro Cárdenas,4174.24,2751.0,131.0,3316,1671,1645,321,318,324,322,304,283,260,224,188,166,144,129,118,215
29048,La Magdalena Tlaltelulco,,,,20166,10445,9721,2040,2064,1991,1925,1781,1678,1575,1440,1275,1103,880,714,574,1126
29049,San Damián Texóloc,3537.59,4582.0,,6099,3054,3045,446,473,492,501,488,478,462,447,425,400,338,275,239,635
29050,San Francisco Tetlanohcan,3969.69,4218.0,415.0,11579,5900,5679,960,982,1076,1122,1031,914,836,779,723,692,609,506,420,929
29051,San Jerónimo Zacualpan,3686.96,2823.0,,4159,2181,1978,305,309,329,354,357,346,306,261,250,270,262,222,169,419
29052,San José Teacalco,3405.35,4227.0,111.0,6483,3315,3168,611,593,570,553,534,521,480,419,380,374,349,299,236,564
29053,San Juan Huactzinco,3549.8,5324.0,,8132,4241,3891,686,671,719,766,744,679,610,586,554,489,401,339,288,600
29054,San Lorenzo Axocomanitla,4991.88,1739.0,117.0,6094,3152,2942,487,495,504,512,521,515,464,423,401,391,357,304,242,478
29055,San Lucas Tecopilco,,,,3361,1726,1635,272,276,283,294,288,276,247,207,183,183,193,196,160,303
29056,Santa Ana Nopalucan,,,,8438,4283,4155,702,682,691,725,739,737,669,585,542,535,491,403,298,639
29057,Santa Apolonia Teacalco,3965.0,656.0,,4996,2629,2367,379,411,470,497,439,368,338,337,322,303,269,231,200,432
29058,Santa Catarina Ayometla,6296.67,706.0,,9615,4982,4633,726,783,845,892,847,749,669,634,626,628,557,463,384,812
29059,Santa Cruz Quilehtla,6044.2,520.0,,7768,3883,3885,730,788,795,747,649,600,584,554,499,428,347,308,266,473
29060,Santa Isabel Xiloxoxtla,4049.09,2297.0,106.0,5434,2779,2655,512,514,512,502,470,447,424,394,348,305,267,219,165,355
30001,Acajete,,,,9168,4482,4686,885,902,906,866,792,750,714,658,557,453,369,327,290,699
30002,Acatlán,,,,3360,1706,1654,293,303,325,332,297,256,227,213,207,205,176,135,107,284
30003,Acayucan,5546.6,19750.0,1580.0,91514,47463,44051,7430,7848,7781,7742,7540,7510,7080,6329,5825,5686,5235,4518,3641,7349
30004,Actopan,,,,46155,23485,22670,3062,3206,3335,3319,3086,3024,3134,3246,3279,3305,3088,2794,2462,5815
30005,Acula,,,,5728,2860,2868,436,455,438,408,375,381,400,397,379,373,357,334,299,696
30006,Acultzingo,,,,24071,12239,11832,2507,2541,2452,2364,2225,2047,1769,1507,1297,1135,958,830,706,1733
30007,Camarón de Tejeda,,,,6863,3426,3437,528,524,506,505,506,525,524,495,466,436,379,330,295,844
30008,Alpatláhuac,,,,10609,5314,5295,1101,1254,1285,1108,861,746,676,584,511,472,423,383,347,858
30009,Alto Lucero de Gutiérrez Barrios,,,,30940,15433,15507,2046,2257,2366,2249,2009,2029,2155,2130,2058,2076,1999,1834,1613,4119
30010,Altotonga,,,,68708,35541,33167,7765,7834,7464,6540,5613,5295,4950,4258,3559,3160,2798,2474,2102,4896
30011,Alvarado,6150.58,47028.0,2684.0,56987,28813,28174,3730,4042,4125,4233,4134,4057,4056,4050,4024,4006,3688,3316,2964,6562
30012,Amatitlán,,,,8528,4357,4171,515,598,590,556,549,598,625,598,570,594,589,554,493,1099
30013,Naranjos Amatlán,,,,30280,15917,14363,2120,2267,2339,2351,2249,2143,1947,1856,1950,2098,2028,1787,1491,3654
30014,Amatlán de los Reyes,4488.12,64488.0,,48354,25014,23340,4018,3915,3791,3832,3945,4079,3951,3606,3228,2923,2524,2225,1907,4410
30015,Angel R. Cabada,3153.8,19380.0,,36075,18548,17527,2288,2693,2911,2741,2413,2322,2430,2543,2534,2492,2327,2146,1878,4357
30016,La Antigua,6571.19,39616.0,2476.0,28609,14803,13806,2073,2252,2160,2135,2150,2181,2136,2082,2002,1957,1856,1670,1350,2605
30017,Apazapan,,,,4316,2173,2143,309,326,329,319,295,293,291,281,276,277,261,239,211,609
30018,Aquila,,,,1974,1019,955,226,219,205,191,175,167,149,125,101,80,64,56,51,165
30019,Astacinga,,,,6720,3576,3144,796,829,832,711,556,481,433,377,335,306,258,210,174,422
30020,Atlahuilco,,,,11380,5821,5559,1249,1323,1287,1135,1039,1018,888,685,537,475,416,371,311,646
30021,Atoyac,7497.67,20133.0,1862.0,25160,12938,12222,1996,2002,1969,1968,1952,1969,1838,1655,1555,1541,1471,1366,1170,2708
30022,Atzacan,,,,22539,11439,11100,2282,2386,2276,2082,1930,1917,1799,1489,1182,1020,905,845,767,1659
30023,Atzalan,,,,53115,26658,26457,4849,5371,5518,4897,4012,3755,3664,3316,2940,2770,2579,2355,2076,5013
30024,Tlaltetela,3067.82,49808.0,,16516,8142,8374,1640,1668,1670,1536,1390,1361,1267,1056,881,817,755,668,552,1255
30025,Ayahualulco,,,,28155,14151,14004,3381,3543,3391,2718,2090,1941,1850,1607,1377,1283,1169,1034,894,1877
30026,Banderilla,,,,24865,13092,11773,2038,2076,2072,2115,2134,2127,2002,1816,1640,1576,1440,1187,898,1744
30027,Benito Juárez,,,,18506,9479,9027,1398,1919,2115,1801,1233,1001,1024,997,982,1014,1019,1027,948,2028
30028,Boca del Río,6586.73,46513.0,4104.0,153584,81337,72247,9301,9496,9640,11011,12593,12763,11514,10732,10505,10770,10461,9669,8313,16816
30029,Calcahualco,,,,13516,6745,6771,1577,1781,1779,1464,1086,914,834,738,641,563,470,405,357,907
30030,Camerino Z. Mendoza,3021.0,9876.0,3270.0,45049,23827,21222,3625,3725,3591,3616,3742,3771,3360,2874,2648,2643,2508,2272,1973,4701
30031,Carrillo Puerto,,,,17885,9103,8782,1653,1543,1551,1589,1569,1527,1386,1216,1089,1013,882,744,637,1486
30032,Catemaco,6332.07,53629.0,1472.0,52288,27016,25272,4354,4787,4866,4603,4119,3962,3954,3697,3296,3017,2712,2431,2056,4434
30033,Cazones de Herrera,2934.73,14223.0,,25047,12898,12149,2038,2187,2295,2223,1904,1722,1656,1567,1517,1505,1386,1267,1163,2617
30034,Cerro Azul,,,,28745,15139,13606,2018,2114,2116,2159,2143,2017,1831,1799,1871,1930,1806,1621,1456,3864
30035,Citlaltépetl,2975.0,17446.0,,12540,6421,6119,946,1176,1331,1143,749,622,702,732,717,708,678,663,639,1734
30036,Coacoatzintla,,,,11047,5649,5398,1178,1188,1145,1055,954,930,883,741,591,521,470,404,321,666
30037,Coahuitlán,,,,8895,4523,4372,880,981,1006,888,697,624,607,534,478,460,412,365,315,648
30038,Coatepec,6747.35,106703.0,,98562,51041,47521,7609,7862,7488,7438,7815,8325,8064,7346,6659,6342,5798,4979,4017,8820
30039,Coatzacoalcos,6878.26,86813.0,10377.0,340936,175621,165315,25071,24195,24361,26656,29319,30436,28591,26211,24602,24203,22034,18065,13631,23561
30040,Coatzintla,6150.0,12510.0,,60510,31020,29490,4818,4995,4886,4827,4814,5011,4843,4417,4068,3905,3519,2962,2426,5019
30041,Coetzala,,,,2390,1210,1180,214,237,233,210,190,193,188,161,137,117,98,95,92,225
30042,Colipa,,,,5898,3010,2888,477,537,572,516,400,340,336,336,336,354,353,325,284,732
30043,Comapa,,,,21300,10428,10872,1826,1842,1981,2069,1946,1731,1525,1380,1261,1200,1067,885,732,1855
30044,Córdoba,5469.72,94246.0,,230144,121847,108297,18135,17813,17431,18141,19268,19807,18420,16573,15309,14819,13435,11457,9394,20142
30045,Cosamaloapan de Carpio,,,,60247,31405,28842,4314,4401,4371,4326,4195,4318,4422,4247,4066,4115,3963,3606,3043,6860
30046,Cosautlán de Carvajal,,,,17173,8640,8533,1483,1568,1548,1449,1382,1431,1387,1202,1031,944,840,741,639,1528
30047,Coscomatepec,4373.81,23730.0,1130.0,61294,31121,30173,7139,7401,6958,6151,5331,4880,4309,3549,2950,2652,2360,2070,1748,3796
30048,Cosoleacaque,5171.89,25297.0,1998.0,146568,75752,70816,11811,11818,11771,12241,12926,13291,12295,10853,9938,9475,8448,7120,5398,9183
30049,Cotaxtla,,,,22069,11047,11022,1725,1689,1760,1823,1772,1723,1694,1622,1502,1406,1242,1050,885,2176
30050,Coxquihui,,,,17614,9004,8610,1581,1788,1857,1615,1239,1103,1104,1033,943,932,947,944,861,1667
30051,Coyutla,,,,23573,12221,11352,2040,2219,2326,2121,1704,1584,1618,1510,1388,1375,1324,1228,1055,2081
30052,Cuichapa,,,,12900,6761,6139,1131,1069,1101,1131,1066,974,899,860,822,783,708,627,521,1208
30053,Cuitláhuac,5168.98,63667.0,,29774,15513,14261,2600,2483,2407,2527,2559,2404,2115,1928,1834,1809,1707,1495,1188,2718
30054,Chacaltianguis,,,,13194,6792,6402,896,945,964,946,859,836,888,919,901,886,842,794,719,1799
30055,Chalma,,,,14214,7230,6984,1078,1221,1263,1146,931,884,911,872,832,823,792,782,756,1923
30056,Chiconamel,,,,7043,3644,3399,603,744,771,644,447,374,394,402,398,394,379,371,334,788
30057,Chiconquiaco,,,,14857,7476,7381,1550,1597,1669,1530,1238,1071,1019,916,777,698,623,570,510,1089
30058,Chicontepec,1295.44,41703.0,,58819,30140,28679,3692,4498,5310,5148,3917,3210,3180,3186,3352,3668,3713,3652,3516,8777
30059,Chinameca,,,,17177,8791,8386,1322,1339,1283,1366,1462,1499,1407,1261,1149,1090,977,854,699,1469
