"imun","mun","idmes","mes","casos_diarios","muertos_diarios","hospitalizados_diarios"
"30035","Citlaltépetl","1","2021-01",0,0,0
"30035","Citlaltépetl","7","2020-07",1,0,1
"30035","Citlaltépetl","8","2020-08",0,0,0
"30035","Citlaltépetl","9","2020-09",1,1,1
"30035","Citlaltépetl","10","2020-10",0,0,0
"30035","Citlaltépetl","11","2020-11",0,0,0
"30035","Citlaltépetl","12","2020-12",1,1,1
"30036","Coacoatzintla","1","2021-01",3,0,1
"30036","Coacoatzintla","4","2020-04",0,0,0
"30036","Coacoatzintla","5","2020-05",10,1,8
"30036","Coacoatzintla","6","2020-06",3,1,1
"30036","Coacoatzintla","7","2020-07",1,0,1
"30036","Coacoatzintla","8","2020-08",3,0,2
"30036","Coacoatzintla","9","2020-09",4,0,0
"30036","Coacoatzintla","10","2020-10",4,0,1
"30036","Coacoatzintla","11","2020-11",1,1,1
"30036","Coacoatzintla","12","2020-12",2,1,2
"30037","Coahuitlán","1","2021-01",0,0,0
"30037","Coahuitlán","7","2020-07",0,0,0
"30037","Coahuitlán","8","2020-08",1,0,1
"30037","Coahuitlán","9","2020-09",0,0,0
"30037","Coahuitlán","10","2020-10",0,0,0
"30037","Coahuitlán","11","2020-11",0,0,0
"30037","Coahuitlán","12","2020-12",0,0,0
"30038","Coatepec","1","2020-01",0,0,0
"30038","Coatepec","1","2021-01",66,9,20
"30038","Coatepec","2","2020-02",0,0,0
"30038","Coatepec","3","2020-03",0,0,0
"30038","Coatepec","4","2020-04",2,0,2
"30038","Coatepec","5","2020-05",8,2,6
"30038","Coatepec","6","2020-06",54,12,26
"30038","Coatepec","7","2020-07",91,22,49
"30038","Coatepec","8","2020-08",56,18,26
"30038","Coatepec","9","2020-09",37,8,18
"30038","Coatepec","10","2020-10",15,5,4
"30038","Coatepec","11","2020-11",23,1,8
"30038","Coatepec","12","2020-12",25,2,8
"30039","Coatzacoalcos","1","2020-01",0,0,0
"30039","Coatzacoalcos","1","2021-01",425,79,180
"30039","Coatzacoalcos","2","2020-02",0,0,0
"30039","Coatzacoalcos","3","2020-03",1,0,0
"30039","Coatzacoalcos","4","2020-04",118,19,74
"30039","Coatzacoalcos","5","2020-05",483,130,228
"30039","Coatzacoalcos","6","2020-06",430,92,173
"30039","Coatzacoalcos","7","2020-07",552,123,245
"30039","Coatzacoalcos","8","2020-08",263,61,98
"30039","Coatzacoalcos","9","2020-09",227,35,77
"30039","Coatzacoalcos","10","2020-10",215,27,56
"30039","Coatzacoalcos","11","2020-11",128,19,36
"30039","Coatzacoalcos","12","2020-12",167,23,59
"30040","Coatzintla","1","2020-01",0,0,0
"30040","Coatzintla","1","2021-01",70,11,23
"30040","Coatzintla","2","2020-02",0,0,0
"30040","Coatzintla","3","2020-03",0,0,0
"30040","Coatzintla","4","2020-04",6,1,3
"30040","Coatzintla","5","2020-05",48,9,19
"30040","Coatzintla","6","2020-06",28,5,6
"30040","Coatzintla","7","2020-07",70,6,22
"30040","Coatzintla","8","2020-08",52,12,22
"30040","Coatzintla","9","2020-09",55,12,13
"30040","Coatzintla","10","2020-10",34,4,5
"30040","Coatzintla","11","2020-11",41,8,15
"30040","Coatzintla","12","2020-12",67,5,21
"30041","Coetzala","1","2021-01",1,0,0
"30041","Coetzala","6","2020-06",3,1,2
"30041","Coetzala","7","2020-07",0,0,0
"30041","Coetzala","8","2020-08",0,0,0
"30041","Coetzala","9","2020-09",0,0,0
"30041","Coetzala","10","2020-10",0,0,0
"30041","Coetzala","11","2020-11",0,0,0
"30041","Coetzala","12","2020-12",4,1,1
"30042","Colipa","1","2021-01",6,1,6
"30042","Colipa","7","2020-07",3,1,3
"30042","Colipa","8","2020-08",1,1,1
"30042","Colipa","9","2020-09",0,0,0
"30042","Colipa","10","2020-10",0,0,0
"30042","Colipa","11","2020-11",0,0,0
"30042","Colipa","12","2020-12",0,0,0
"30043","Comapa","1","2021-01",1,0,1
"30043","Comapa","5","2020-05",2,1,1
"30043","Comapa","6","2020-06",1,0,1
"30043","Comapa","7","2020-07",1,0,1
"30043","Comapa","8","2020-08",2,1,1
"30043","Comapa","9","2020-09",1,1,1
"30043","Comapa","10","2020-10",0,0,0
"30043","Comapa","11","2020-11",2,0,1
"30043","Comapa","12","2020-12",0,0,0
"30044","Córdoba","1","2020-01",0,0,0
"30044","Córdoba","1","2021-01",267,18,42
"30044","Córdoba","2","2020-02",0,0,0
"30044","Córdoba","3","2020-03",0,0,0
"30044","Córdoba","4","2020-04",13,0,6
"30044","Córdoba","5","2020-05",103,18,46
"30044","Córdoba","6","2020-06",597,56,106
"30044","Córdoba","7","2020-07",753,84,168
"30044","Córdoba","8","2020-08",241,42,48
"30044","Córdoba","9","2020-09",195,12,21
"30044","Córdoba","10","2020-10",161,8,14
"30044","Córdoba","11","2020-11",179,9,28
"30044","Córdoba","12","2020-12",205,18,30
"30045","Cosamaloapan de Carpio","1","2020-01",0,0,0
"30045","Cosamaloapan de Carpio","1","2021-01",55,5,7
"30045","Cosamaloapan de Carpio","2","2020-02",0,0,0
"30045","Cosamaloapan de Carpio","3","2020-03",0,0,0
"30045","Cosamaloapan de Carpio","4","2020-04",8,0,0
"30045","Cosamaloapan de Carpio","5","2020-05",51,3,9
"30045","Cosamaloapan de Carpio","6","2020-06",162,15,24
"30045","Cosamaloapan de Carpio","7","2020-07",391,25,32
"30045","Cosamaloapan de Carpio","8","2020-08",127,10,17
"30045","Cosamaloapan de Carpio","9","2020-09",33,3,7
"30045","Cosamaloapan de Carpio","10","2020-10",32,2,5
"30045","Cosamaloapan de Carpio","11","2020-11",36,7,8
"30045","Cosamaloapan de Carpio","12","2020-12",19,2,2
"30046","Cosautlán de Carvajal","1","2021-01",3,0,2
"30046","Cosautlán de Carvajal","6","2020-06",1,0,1
"30046","Cosautlán de Carvajal","7","2020-07",5,2,4
"30046","Cosautlán de Carvajal","8","2020-08",2,2,2
"30046","Cosautlán de Carvajal","9","2020-09",1,0,1
"30046","Cosautlán de Carvajal","10","2020-10",1,1,1
"30046","Cosautlán de Carvajal","11","2020-11",0,1,0
"30046","Cosautlán de Carvajal","12","2020-12",2,2,2
"30047","Coscomatepec","1","2020-01",0,0,0
"30047","Coscomatepec","1","2021-01",12,0,5
"30047","Coscomatepec","2","2020-02",0,0,0
"30047","Coscomatepec","3","2020-03",0,0,0
"30047","Coscomatepec","4","2020-04",1,0,0
"30047","Coscomatepec","5","2020-05",1,0,1
"30047","Coscomatepec","6","2020-06",6,0,1
"30047","Coscomatepec","7","2020-07",29,5,5
"30047","Coscomatepec","8","2020-08",22,2,8
"30047","Coscomatepec","9","2020-09",13,2,3
"30047","Coscomatepec","10","2020-10",9,1,2
"30047","Coscomatepec","11","2020-11",3,1,1
"30047","Coscomatepec","12","2020-12",2,0,0
"30048","Cosoleacaque","1","2020-01",0,0,0
"30048","Cosoleacaque","1","2021-01",61,13,17
"30048","Cosoleacaque","2","2020-02",0,0,0
"30048","Cosoleacaque","3","2020-03",0,0,0
"30048","Cosoleacaque","4","2020-04",15,1,11
"30048","Cosoleacaque","5","2020-05",72,18,43
"30048","Cosoleacaque","6","2020-06",107,30,64
"30048","Cosoleacaque","7","2020-07",104,24,57
"30048","Cosoleacaque","8","2020-08",46,10,25
"30048","Cosoleacaque","9","2020-09",41,10,19
"30048","Cosoleacaque","10","2020-10",28,8,13
"30048","Cosoleacaque","11","2020-11",26,2,8
"30048","Cosoleacaque","12","2020-12",33,3,13
"30049","Cotaxtla","1","2021-01",2,0,1
"30049","Cotaxtla","4","2020-04",0,0,0
"30049","Cotaxtla","5","2020-05",2,0,0
"30049","Cotaxtla","6","2020-06",0,0,0
"30049","Cotaxtla","7","2020-07",10,4,10
"30049","Cotaxtla","8","2020-08",7,0,3
"30049","Cotaxtla","9","2020-09",4,2,3
"30049","Cotaxtla","10","2020-10",3,4,3
"30049","Cotaxtla","11","2020-11",1,0,0
"30049","Cotaxtla","12","2020-12",1,0,1
"30050","Coxquihui","1","2021-01",2,0,0
"30050","Coxquihui","5","2020-05",1,0,0
"30050","Coxquihui","6","2020-06",1,0,1
"30050","Coxquihui","7","2020-07",5,2,2
"30050","Coxquihui","8","2020-08",0,0,0
"30050","Coxquihui","9","2020-09",1,0,0
"30050","Coxquihui","10","2020-10",0,0,0
"30050","Coxquihui","11","2020-11",0,0,0
"30050","Coxquihui","12","2020-12",1,0,1
"30051","Coyutla","1","2021-01",2,0,1
"30051","Coyutla","4","2020-04",1,0,1
"30051","Coyutla","5","2020-05",1,0,1
"30051","Coyutla","6","2020-06",4,1,3
"30051","Coyutla","7","2020-07",2,1,2
"30051","Coyutla","8","2020-08",1,0,0
"30051","Coyutla","9","2020-09",0,0,0
"30051","Coyutla","10","2020-10",1,0,0
"30051","Coyutla","11","2020-11",0,0,0
"30051","Coyutla","12","2020-12",0,0,0
"30052","Cuichapa","1","2021-01",9,2,5
"30052","Cuichapa","5","2020-05",1,0,0
"30052","Cuichapa","6","2020-06",4,0,0
"30052","Cuichapa","7","2020-07",14,2,4
"30052","Cuichapa","8","2020-08",8,1,2
"30052","Cuichapa","9","2020-09",5,1,2
"30052","Cuichapa","10","2020-10",1,0,1
"30052","Cuichapa","11","2020-11",6,0,1
"30052","Cuichapa","12","2020-12",2,1,1
"30053","Cuitláhuac","1","2021-01",12,1,7
"30053","Cuitláhuac","2","2020-02",0,0,0
"30053","Cuitláhuac","3","2020-03",0,0,0
"30053","Cuitláhuac","4","2020-04",2,0,1
"30053","Cuitláhuac","5","2020-05",7,2,6
"30053","Cuitláhuac","6","2020-06",9,1,5
"30053","Cuitláhuac","7","2020-07",17,7,10
"30053","Cuitláhuac","8","2020-08",4,0,1
"30053","Cuitláhuac","9","2020-09",2,1,2
"30053","Cuitláhuac","10","2020-10",3,0,1
"30053","Cuitláhuac","11","2020-11",3,0,0
"30053","Cuitláhuac","12","2020-12",4,1,2
"30054","Chacaltianguis","1","2021-01",4,0,1
"30054","Chacaltianguis","4","2020-04",1,0,0
"30054","Chacaltianguis","5","2020-05",3,0,1
"30054","Chacaltianguis","6","2020-06",2,1,0
"30054","Chacaltianguis","7","2020-07",16,1,2
"30054","Chacaltianguis","8","2020-08",6,0,0
"30054","Chacaltianguis","9","2020-09",5,0,3
"30054","Chacaltianguis","10","2020-10",0,3,0
"30054","Chacaltianguis","11","2020-11",0,0,0
"30054","Chacaltianguis","12","2020-12",0,0,0
"30055","Chalma","1","2021-01",5,2,3
"30055","Chalma","5","2020-05",2,2,1
"30055","Chalma","6","2020-06",6,0,3
"30055","Chalma","7","2020-07",2,0,1
"30055","Chalma","8","2020-08",3,0,1
"30055","Chalma","9","2020-09",2,0,0
"30055","Chalma","10","2020-10",0,0,0
"30055","Chalma","11","2020-11",0,0,0
"30055","Chalma","12","2020-12",3,0,2
"30056","Chiconamel","1","2021-01",3,0,2
"30056","Chiconamel","6","2020-06",3,0,0
"30056","Chiconamel","7","2020-07",1,1,1
"30056","Chiconamel","8","2020-08",1,1,1
"30056","Chiconamel","9","2020-09",0,0,0
"30056","Chiconamel","10","2020-10",2,0,0
"30056","Chiconamel","11","2020-11",0,0,0
"30056","Chiconamel","12","2020-12",0,0,0
"30057","Chiconquiaco","1","2021-01",0,0,0
"30057","Chiconquiaco","5","2020-05",2,0,2
"30057","Chiconquiaco","6","2020-06",0,0,0
"30057","Chiconquiaco","7","2020-07",4,1,4
"30057","Chiconquiaco","8","2020-08",3,2,3
"30057","Chiconquiaco","9","2020-09",0,1,0
"30057","Chiconquiaco","10","2020-10",0,0,0
"30057","Chiconquiaco","11","2020-11",0,0,0
"30057","Chiconquiaco","12","2020-12",1,0,1
"30058","Chicontepec","1","2021-01",16,2,10
"30058","Chicontepec","2","2020-02",0,0,0
"30058","Chicontepec","3","2020-03",0,0,0
"30058","Chicontepec","4","2020-04",0,0,0
"30058","Chicontepec","5","2020-05",0,0,0
"30058","Chicontepec","6","2020-06",18,2,14
"30058","Chicontepec","7","2020-07",36,4,15
"30058","Chicontepec","8","2020-08",5,2,3
"30058","Chicontepec","9","2020-09",1,0,1
"30058","Chicontepec","10","2020-10",3,0,2
"30058","Chicontepec","11","2020-11",10,3,4
"30058","Chicontepec","12","2020-12",12,0,6
"30059","Chinameca","1","2021-01",0,0,0
"30059","Chinameca","4","2020-04",1,0,0
"30059","Chinameca","5","2020-05",1,0,0
"30059","Chinameca","6","2020-06",10,1,5
"30059","Chinameca","7","2020-07",3,1,2
"30059","Chinameca","8","2020-08",2,0,1
"30059","Chinameca","9","2020-09",1,0,1
"30059","Chinameca","10","2020-10",0,1,0
"30059","Chinameca","11","2020-11",2,1,2
"30059","Chinameca","12","2020-12",2,1,1
"30060","Chinampa de Gorostiza","1","2021-01",1,0,1
"30060","Chinampa de Gorostiza","4","2020-04",1,1,1
"30060","Chinampa de Gorostiza","5","2020-05",0,0,0
"30060","Chinampa de Gorostiza","6","2020-06",2,0,1
"30060","Chinampa de Gorostiza","7","2020-07",0,1,0
"30060","Chinampa de Gorostiza","8","2020-08",1,1,1
"30060","Chinampa de Gorostiza","9","2020-09",0,0,0
"30060","Chinampa de Gorostiza","10","2020-10",0,0,0
"30060","Chinampa de Gorostiza","11","2020-11",0,0,0
"30060","Chinampa de Gorostiza","12","2020-12",0,0,0
"30061","Las Choapas","1","2021-01",7,2,4
"30061","Las Choapas","4","2020-04",1,0,1
"30061","Las Choapas","5","2020-05",28,9,19
"30061","Las Choapas","6","2020-06",80,20,51
"30061","Las Choapas","7","2020-07",66,13,57
"30061","Las Choapas","8","2020-08",15,6,12
"30061","Las Choapas","9","2020-09",10,2,8
"30061","Las Choapas","10","2020-10",9,0,5
"30061","Las Choapas","11","2020-11",4,1,3
"30061","Las Choapas","12","2020-12",4,1,4
"30062","Chocamán","1","2020-01",0,0,0
"30062","Chocamán","1","2021-01",7,1,2
"30062","Chocamán","2","2020-02",0,0,0
"30062","Chocamán","3","2020-03",0,0,0
"30062","Chocamán","4","2020-04",0,0,0
"30062","Chocamán","5","2020-05",3,0,1
"30062","Chocamán","6","2020-06",5,1,2
"30062","Chocamán","7","2020-07",20,2,4
"30062","Chocamán","8","2020-08",3,1,0
"30062","Chocamán","9","2020-09",2,0,0
"30062","Chocamán","10","2020-10",2,0,0
"30062","Chocamán","11","2020-11",0,0,0
"30062","Chocamán","12","2020-12",2,1,1
"30063","Chontla","1","2021-01",0,0,0
"30063","Chontla","5","2020-05",2,0,1
"30063","Chontla","6","2020-06",0,0,0
"30063","Chontla","7","2020-07",2,0,0
"30063","Chontla","8","2020-08",2,2,2
"30063","Chontla","9","2020-09",0,0,0
"30063","Chontla","10","2020-10",0,0,0
"30063","Chontla","11","2020-11",1,0,1
"30063","Chontla","12","2020-12",0,0,0
"30064","Chumatlán","1","2021-01",0,0,0
"30064","Chumatlán","6","2020-06",1,0,0
"30064","Chumatlán","7","2020-07",0,0,0
"30064","Chumatlán","8","2020-08",0,0,0
"30064","Chumatlán","9","2020-09",0,0,0
"30064","Chumatlán","10","2020-10",0,0,0
"30064","Chumatlán","11","2020-11",0,0,0
"30064","Chumatlán","12","2020-12",0,0,0
"30065","Emiliano Zapata","1","2020-01",0,0,0
"30065","Emiliano Zapata","1","2021-01",49,7,23
"30065","Emiliano Zapata","2","2020-02",0,0,0
"30065","Emiliano Zapata","3","2020-03",0,0,0
"30065","Emiliano Zapata","4","2020-04",7,1,5
"30065","Emiliano Zapata","5","2020-05",6,1,3
"30065","Emiliano Zapata","6","2020-06",38,5,13
"30065","Emiliano Zapata","7","2020-07",56,7,28
"30065","Emiliano Zapata","8","2020-08",51,8,19
"30065","Emiliano Zapata","9","2020-09",25,6,15
"30065","Emiliano Zapata","10","2020-10",12,1,2
"30065","Emiliano Zapata","11","2020-11",17,1,7
"30065","Emiliano Zapata","12","2020-12",8,2,3
"30066","Espinal","1","2021-01",8,1,7
"30066","Espinal","4","2020-04",0,0,0
"30066","Espinal","5","2020-05",3,0,2
"30066","Espinal","6","2020-06",3,0,1
"30066","Espinal","7","2020-07",10,1,4
"30066","Espinal","8","2020-08",3,1,1
"30066","Espinal","9","2020-09",1,0,0
"30066","Espinal","10","2020-10",1,1,1
"30066","Espinal","11","2020-11",5,0,2
"30066","Espinal","12","2020-12",2,0,2
"30067","Filomeno Mata","1","2021-01",0,0,0
"30067","Filomeno Mata","5","2020-05",1,0,1
"30067","Filomeno Mata","6","2020-06",0,0,0
"30067","Filomeno Mata","7","2020-07",1,0,1
"30067","Filomeno Mata","8","2020-08",2,0,2
"30067","Filomeno Mata","9","2020-09",0,1,0
"30067","Filomeno Mata","10","2020-10",0,0,0
"30067","Filomeno Mata","11","2020-11",0,0,0
"30067","Filomeno Mata","12","2020-12",0,0,0
"30068","Fortín","1","2020-01",0,0,0
"30068","Fortín","1","2021-01",139,10,18
"30068","Fortín","2","2020-02",0,0,0
"30068","Fortín","3","2020-03",2,0,1
"30068","Fortín","4","2020-04",7,1,5
"30068","Fortín","5","2020-05",25,5,5
"30068","Fortín","6","2020-06",154,7,13
"30068","Fortín","7","2020-07",224,10,22
"30068","Fortín","8","2020-08",93,7,13
"30068","Fortín","9","2020-09",78,5,7
"30068","Fortín","10","2020-10",46,2,6
"30068","Fortín","11","2020-11",42,3,6
"30068","Fortín","12","2020-12",59,4,8
"30069","Gutiérrez Zamora","1","2021-01",24,2,15
"30069","Gutiérrez Zamora","4","2020-04",0,0,0
"30069","Gutiérrez Zamora","5","2020-05",4,1,4
"30069","Gutiérrez Zamora","6","2020-06",13,2,4
"30069","Gutiérrez Zamora","7","2020-07",14,3,5
"30069","Gutiérrez Zamora","8","2020-08",16,4,8
"30069","Gutiérrez Zamora","9","2020-09",11,2,4
"30069","Gutiérrez Zamora","10","2020-10",10,5,9
"30069","Gutiérrez Zamora","11","2020-11",2,0,0
"30069","Gutiérrez Zamora","12","2020-12",8,1,4
"30070","Hidalgotitlán","1","2021-01",3,2,3
"30070","Hidalgotitlán","7","2020-07",2,0,2
"30070","Hidalgotitlán","8","2020-08",2,3,2
"30070","Hidalgotitlán","9","2020-09",3,1,3
"30070","Hidalgotitlán","10","2020-10",0,0,0
"30070","Hidalgotitlán","11","2020-11",0,0,0
"30070","Hidalgotitlán","12","2020-12",0,0,0
"30071","Huatusco","1","2021-01",11,4,7
"30071","Huatusco","4","2020-04",0,0,0
"30071","Huatusco","5","2020-05",8,3,6
"30071","Huatusco","6","2020-06",9,2,6
"30071","Huatusco","7","2020-07",10,4,6
"30071","Huatusco","8","2020-08",16,1,5
"30071","Huatusco","9","2020-09",7,1,4
"30071","Huatusco","10","2020-10",7,1,3
"30071","Huatusco","11","2020-11",10,3,5
"30071","Huatusco","12","2020-12",6,3,4
"30072","Huayacocotla","1","2021-01",13,4,6
"30072","Huayacocotla","5","2020-05",3,0,2
"30072","Huayacocotla","6","2020-06",2,0,0
"30072","Huayacocotla","7","2020-07",2,0,0
"30072","Huayacocotla","8","2020-08",6,1,1
"30072","Huayacocotla","9","2020-09",2,0,0
"30072","Huayacocotla","10","2020-10",0,0,0
"30072","Huayacocotla","11","2020-11",4,0,1
"30072","Huayacocotla","12","2020-12",7,0,0
"30073","Hueyapan de Ocampo","1","2021-01",11,1,5
"30073","Hueyapan de Ocampo","2","2020-02",0,0,0
"30073","Hueyapan de Ocampo","3","2020-03",0,0,0
"30073","Hueyapan de Ocampo","4","2020-04",1,0,1
"30073","Hueyapan de Ocampo","5","2020-05",3,1,3
"30073","Hueyapan de Ocampo","6","2020-06",7,1,6
"30073","Hueyapan de Ocampo","7","2020-07",7,1,5
"30073","Hueyapan de Ocampo","8","2020-08",5,2,3
"30073","Hueyapan de Ocampo","9","2020-09",7,1,4
"30073","Hueyapan de Ocampo","10","2020-10",2,0,0
"30073","Hueyapan de Ocampo","11","2020-11",0,0,0
"30073","Hueyapan de Ocampo","12","2020-12",1,1,1
"30074","Huiloapan de Cuauhtémoc","1","2020-01",0,0,0
"30074","Huiloapan de Cuauhtémoc","1","2021-01",10,0,1
"30074","Huiloapan de Cuauhtémoc","2","2020-02",0,0,0
"30074","Huiloapan de Cuauhtémoc","3","2020-03",0,0,0
"30074","Huiloapan de Cuauhtémoc","4","2020-04",0,0,0
"30074","Huiloapan de Cuauhtémoc","5","2020-05",0,0,0
"30074","Huiloapan de Cuauhtémoc","6","2020-06",6,1,1
"30074","Huiloapan de Cuauhtémoc","7","2020-07",32,1,4
"30074","Huiloapan de Cuauhtémoc","8","2020-08",16,4,5
"30074","Huiloapan de Cuauhtémoc","9","2020-09",11,1,2
"30074","Huiloapan de Cuauhtémoc","10","2020-10",7,1,1
"30074","Huiloapan de Cuauhtémoc","11","2020-11",1,0,0
"30074","Huiloapan de Cuauhtémoc","12","2020-12",1,0,0
"30075","Ignacio de la Llave","1","2021-01",5,0,1
"30075","Ignacio de la Llave","3","2020-03",0,0,0
"30075","Ignacio de la Llave","4","2020-04",0,0,0
"30075","Ignacio de la Llave","5","2020-05",2,1,1
"30075","Ignacio de la Llave","6","2020-06",3,1,3
"30075","Ignacio de la Llave","7","2020-07",2,0,1
"30075","Ignacio de la Llave","8","2020-08",5,1,5
"30075","Ignacio de la Llave","9","2020-09",3,2,3
"30075","Ignacio de la Llave","10","2020-10",0,1,0
"30075","Ignacio de la Llave","11","2020-11",1,0,1
"30075","Ignacio de la Llave","12","2020-12",0,0,0
"30076","Ilamatlán","1","2021-01",0,0,0
"30076","Ilamatlán","7","2020-07",0,0,0
"30076","Ilamatlán","8","2020-08",0,0,0
"30076","Ilamatlán","9","2020-09",2,1,1
"30076","Ilamatlán","10","2020-10",0,0,0
"30076","Ilamatlán","11","2020-11",1,0,0
"30076","Ilamatlán","12","2020-12",0,0,0
"30077","Isla","1","2021-01",13,0,13
"30077","Isla","5","2020-05",11,2,11
"30077","Isla","6","2020-06",22,2,19
"30077","Isla","7","2020-07",40,11,33
"30077","Isla","8","2020-08",22,5,15
"30077","Isla","9","2020-09",4,2,2
"30077","Isla","10","2020-10",5,0,3
"30077","Isla","11","2020-11",3,0,2
"30077","Isla","12","2020-12",0,0,0
"30078","Ixcatepec","1","2021-01",2,1,2
"30078","Ixcatepec","6","2020-06",2,1,1
"30078","Ixcatepec","7","2020-07",2,0,2
"30078","Ixcatepec","8","2020-08",2,0,2
"30078","Ixcatepec","9","2020-09",0,0,0
"30078","Ixcatepec","10","2020-10",2,1,2
"30078","Ixcatepec","11","2020-11",0,1,0
"30078","Ixcatepec","12","2020-12",1,0,1
"30079","Ixhuacán de los Reyes","1","2021-01",0,0,0
"30079","Ixhuacán de los Reyes","7","2020-07",1,1,1
"30079","Ixhuacán de los Reyes","8","2020-08",0,0,0
"30079","Ixhuacán de los Reyes","9","2020-09",1,0,1
"30079","Ixhuacán de los Reyes","10","2020-10",1,1,1
"30079","Ixhuacán de los Reyes","11","2020-11",0,0,0
"30079","Ixhuacán de los Reyes","12","2020-12",1,0,1
"30080","Ixhuatlán del Café","1","2021-01",1,1,1
"30080","Ixhuatlán del Café","3","2020-03",0,0,0
"30080","Ixhuatlán del Café","4","2020-04",1,0,0
"30080","Ixhuatlán del Café","5","2020-05",0,0,0
"30080","Ixhuatlán del Café","6","2020-06",4,1,1
"30080","Ixhuatlán del Café","7","2020-07",2,0,0
"30080","Ixhuatlán del Café","8","2020-08",6,1,4
"30080","Ixhuatlán del Café","9","2020-09",4,0,0
"30080","Ixhuatlán del Café","10","2020-10",0,1,0
"30080","Ixhuatlán del Café","11","2020-11",2,0,1
"30080","Ixhuatlán del Café","12","2020-12",3,0,2
"30081","Ixhuatlancillo","1","2020-01",0,0,0
"30081","Ixhuatlancillo","1","2021-01",27,2,5
"30081","Ixhuatlancillo","2","2020-02",0,0,0
"30081","Ixhuatlancillo","3","2020-03",0,0,0
"30081","Ixhuatlancillo","4","2020-04",1,0,1
"30081","Ixhuatlancillo","5","2020-05",6,0,3
"30081","Ixhuatlancillo","6","2020-06",14,1,2
"30081","Ixhuatlancillo","7","2020-07",61,2,6
"30081","Ixhuatlancillo","8","2020-08",31,3,5
"30081","Ixhuatlancillo","9","2020-09",19,1,1
"30081","Ixhuatlancillo","10","2020-10",31,5,1
"30081","Ixhuatlancillo","11","2020-11",18,2,3
"30081","Ixhuatlancillo","12","2020-12",20,2,3
"30082","Ixhuatlán del Sureste","1","2021-01",21,7,13
"30082","Ixhuatlán del Sureste","4","2020-04",2,0,2
"30082","Ixhuatlán del Sureste","5","2020-05",10,7,7
"30082","Ixhuatlán del Sureste","6","2020-06",18,5,16
"30082","Ixhuatlán del Sureste","7","2020-07",18,3,17
"30082","Ixhuatlán del Sureste","8","2020-08",4,0,3
"30082","Ixhuatlán del Sureste","9","2020-09",0,0,0
"30082","Ixhuatlán del Sureste","10","2020-10",0,0,0
"30082","Ixhuatlán del Sureste","11","2020-11",1,0,0
"30082","Ixhuatlán del Sureste","12","2020-12",1,0,1
"30083","Ixhuatlán de Madero","1","2021-01",7,1,6
"30083","Ixhuatlán de Madero","2","2020-02",0,0,0
"30083","Ixhuatlán de Madero","3","2020-03",0,0,0
"30083","Ixhuatlán de Madero","4","2020-04",1,0,1
"30083","Ixhuatlán de Madero","5","2020-05",2,0,2
"30083","Ixhuatlán de Madero","6","2020-06",8,3,5
"30083","Ixhuatlán de Madero","7","2020-07",3,1,2
"30083","Ixhuatlán de Madero","8","2020-08",2,1,2
"30083","Ixhuatlán de Madero","9","2020-09",2,1,1
"30083","Ixhuatlán de Madero","10","2020-10",2,0,2
"30083","Ixhuatlán de Madero","11","2020-11",1,0,0
"30083","Ixhuatlán de Madero","12","2020-12",1,0,1
"30084","Ixmatlahuacan","1","2021-01",1,0,1
"30084","Ixmatlahuacan","5","2020-05",1,0,0
"30084","Ixmatlahuacan","6","2020-06",7,0,0
"30084","Ixmatlahuacan","7","2020-07",6,0,0
"30084","Ixmatlahuacan","8","2020-08",2,0,0
"30084","Ixmatlahuacan","9","2020-09",1,0,0
"30084","Ixmatlahuacan","10","2020-10",0,0,0
"30084","Ixmatlahuacan","11","2020-11",0,0,0
"30084","Ixmatlahuacan","12","2020-12",1,0,1
"30085","Ixtaczoquitlán","1","2021-01",89,5,8
"30085","Ixtaczoquitlán","3","2020-03",1,0,0
"30085","Ixtaczoquitlán","4","2020-04",4,0,3
"30085","Ixtaczoquitlán","5","2020-05",14,4,6
"30085","Ixtaczoquitlán","6","2020-06",67,6,8
"30085","Ixtaczoquitlán","7","2020-07",171,13,21
"30085","Ixtaczoquitlán","8","2020-08",123,6,11
"30085","Ixtaczoquitlán","9","2020-09",97,8,10
"30085","Ixtaczoquitlán","10","2020-10",54,4,5
"30085","Ixtaczoquitlán","11","2020-11",49,1,2
"30085","Ixtaczoquitlán","12","2020-12",46,1,6
"30086","Jalacingo","1","2021-01",6,0,3
"30086","Jalacingo","4","2020-04",2,0,2
"30086","Jalacingo","5","2020-05",2,0,2
"30086","Jalacingo","6","2020-06",10,5,6
"30086","Jalacingo","7","2020-07",5,3,3
"30086","Jalacingo","8","2020-08",4,2,4
"30086","Jalacingo","9","2020-09",3,0,2
"30086","Jalacingo","10","2020-10",5,1,1
"30086","Jalacingo","11","2020-11",2,0,1
"30086","Jalacingo","12","2020-12",2,0,0
"30087","Xalapa","1","2020-01",0,0,0
"30087","Xalapa","1","2021-01",833,95,327
"30087","Xalapa","2","2020-02",0,0,0
"30087","Xalapa","3","2020-03",3,0,0
"30087","Xalapa","4","2020-04",13,0,4
"30087","Xalapa","5","2020-05",95,12,56
"30087","Xalapa","6","2020-06",385,63,157
"30087","Xalapa","7","2020-07",913,159,339
"30087","Xalapa","8","2020-08",535,102,185
"30087","Xalapa","9","2020-09",329,61,112
"30087","Xalapa","10","2020-10",203,27,66
"30087","Xalapa","11","2020-11",151,17,43
"30087","Xalapa","12","2020-12",278,24,99
